gene,Erastin AUC to expression,RSL3 AUC to expression,FIN56 AUC to expression,Erastin AUC to Depscore,RSL3 AUC to Depscore,FIN56 AUC to Depscore
STX12,-0.3003712033336076,-0.30179977372533745,-0.10703325354195682,-0.15191467365701222,-0.28411016585289667,-0.4655085681981036
MTARC2,0.14874538689325165,0.251335230700084,0.20626805887104596,NA,NA,NA
SLC5A9,-0.18090499660556866,-0.1257952636672061,0.057642060937549686,-0.43321386794902517,-0.219584640517092,-0.1211084171164377
OSBPL9,-0.5338443559728197,-0.35890640007881675,-0.34803202782403053,-0.4568653746773248,-0.03753675431879801,0.05924902873145412
TXNDC12,-0.4261093624137715,-0.36456887677532873,-0.09190662915031293,0.09809364034637258,-0.18748865314559943,-0.47364239075035514
ESYT2,-0.35030006905933186,-0.4558295931915002,-0.44354335877262807,-0.44651850836033063,-0.4510648351566667,-0.5916913655730507
CD3EAP,0.05100161310440227,-0.07161773145069765,-0.0316568291350213,0.49765407947524176,0.5361023006922979,0.4572893889858293
MESD,0.08255039493389581,-0.14515084263908254,-0.1972241363758314,0.058717592998952434,0.23673910404613813,0.2014813037455475
RCN2,-0.04785441440855614,-0.2640404243679376,-0.26993165599442004,0.49888803115974556,0.542926209486929,0.6870431390715086
CHRNB4,0.6648173452259768,0.6399308286963852,0.4736584032164032,-0.5764482436799696,-0.45229463272607745,-0.11003950765818306
MUC5B,0.4831521824258185,0.571017579743672,0.5142866345287888,0.38315258207819897,0.533834990991505,0.47272895860576764
CTSD,0.10551066389056533,0.20978098886098212,-0.09777283358618948,-0.5529685910277752,-0.5727382223637406,-0.2897251975529534
COLEC11,-0.3237157965345059,0.08029196687252983,0.15624171026843853,0.5349117704426066,0.32241121373460757,0.3355856826609221
STAG1,-0.26995702650883946,-0.28368650157451575,-0.30672611066664757,0.4515527266191336,0.3893943071183652,0.3754656063354368
A4GNT,-0.20737318327432136,-0.3422646166437031,-0.3721801221512399,0.07387276587007896,0.18305008792318547,0.34892201370756526
STK11,0.08808399948844797,-0.25056320046741193,-0.13329467545903448,0.04268610890172382,0.47834358920426984,0.6091565258243506
KMT2A,-0.08318846033094203,-0.35506219042103193,-0.30699117643350565,-0.2855242521228396,-0.3284717959286606,-0.08932034010954257
TREH,0.27723875151114097,0.3573340278133801,0.08903960775141294,NA,NA,NA
IFT46,0.730790994750234,0.40256866970791727,0.40864867247387876,0.1472299790530784,-0.19287739184919334,-0.447514732888462
MMP8,-0.5707651628407966,-0.22426721010393189,-0.29872676728348596,-0.21575243071863048,-0.15395772402586294,-0.11389934427381203
APOA1,0.012437177734783166,-0.31325998248720965,-0.43823705194973017,0.528069057094235,0.41844565960380514,0.2549105627278891
ZNF541,0.5502612022477975,0.5337985017993595,0.3729579230835053,0.0667749813577119,-0.4390363087305852,-0.37440426812633604
SLC8A2,0.26498528911414965,0.37759680393822626,0.2510011741436037,0.1186937266589428,0.1640740608012527,0.1554898273034441
KPTN,0.04322072407653484,0.0687615752202664,0.04067837100413673,-0.15215191349564122,-0.21624918695003112,0.056551374378994254
RPS25,0.03845645174166784,-0.05625676181510905,-0.07545316073490138,0.033368788883960394,0.31088960535356597,0.203686740086689
KIF14,-0.31252267794337496,-0.46694869327157645,-0.3413935695089905,-0.3535976068922854,-0.4380979685352503,-0.49656891293007765
TNNT2,0.3748080126470925,0.4338646028727076,0.44222854327369976,-0.43860600597317057,-0.2095559963515722,-0.25667572026496316
DDX59,0.26225776595077144,0.3166049487167762,0.18592325738532606,0.5001468787989055,0.5276711726516804,0.24425528076444755
CAMSAP2,-0.451924987347894,-0.18232469885901384,-0.07719068017367349,0.4415784875617181,0.39818609210568306,0.26345788555905325
ATF6,-0.45886860563061643,-0.6679548404101595,-0.5252772847311182,0.10561046952186233,0.4076796026152321,0.20153890402817937
MREG,0.7369217197934701,0.6382668871386983,0.41488663879884785,0.4685735089619178,0.3746121081824553,0.14080364761243963
TNP1,-0.21682244163427522,-0.28383413170457567,-0.05677721705812407,-0.4493064185422942,-0.10260905375002663,-0.04135923663419151
FASTKD2,-0.1516714832495078,0.04140653920665939,0.24150338200108648,0.5641607933656058,0.6754031026630833,0.6559563837955249
NRP2,-0.6565242268427385,-0.6025518056258482,-0.31535605991463633,0.10921941529468832,-0.11767849593064898,0.0016435697187034415
CREB1,-0.05408978061469709,-0.11261241792038623,-0.08881432100385271,-0.35261744012192403,-0.2823964448232002,-0.11183859600305299
KLF7,-0.6714086925752363,-0.4143971606898998,-0.25667663915771627,-0.4256599181129263,-0.24541257934066785,-0.137513439867166
TTR,-0.5459281366192611,-0.11909622544648862,-0.004075269745359983,0.3138747743768711,0.4980919652859024,0.33023560290492765
B4GALT6,-0.7127222716334976,-0.5517238340839447,-0.5208263694070864,-0.09984107317873138,-0.2799572689795862,-0.23568285695635416
C1orf54,0.0033178064011101667,0.19699513878850297,0.24284949644071063,0.1801920267291001,0.08066726582146788,-0.24508150000759352
CA14,0.6298848947493919,0.43328645426800827,0.22045959244329438,0.3219674753180058,0.21957685800968782,0.009587457261845468
CASC1,0.2910889539698023,0.3334708809444688,0.3080049494413287,0.6546516834976136,0.7990703299009755,0.5720187511985868
IRAG2,-0.1335176003515041,-0.331892394251564,-0.47402361210828936,NA,NA,NA
ATP10B,0.06863488840372871,0.3575852623444431,0.3646914265252208,0.22971350133844076,0.27247438226319326,0.2305178382643548
SPCS2,0.47460613684505415,0.3999619034299536,0.32940574316388277,0.5264924926470879,0.566629397789293,0.5203773475458349
USP35,-0.010403631024266462,0.03597576754851451,0.06926998912359048,-0.5248436916281561,-0.6700981850222612,-0.571647216408492
ELOVL4,-0.12824135008663293,0.22201551157970004,0.3132718175173747,-0.2559704114421025,-0.02407033943916937,0.34408121877886927
FILIP1,-0.08347177859511283,-0.049189130699642605,-0.06959220332102317,0.16001691372840135,0.27830032260352805,0.34410783078559276
CASP8AP2,-0.4373013076550959,-0.2157643722525526,-0.022259959766554357,NA,NA,NA
HMGN3,0.2155773028743436,0.3421397985484571,0.43872837308254753,-0.1825391835914218,-0.08861674604622821,0.0689217296147941
UBE3D,-0.26436527644246166,0.04782208400732801,0.1539870433586021,-0.052401477570635846,0.05307246214661943,0.15002752810036285
CNR1,-0.3683956643702931,-0.3722930195934851,-0.3116829061056892,0.3088031095785972,0.13859391028857196,0.1483032098035126
ANKRD13C,-0.43844910471258525,-0.4381673634985666,-0.47932731743320484,0.3483689479695401,0.2578057791488833,-0.10077806275790169
SGIP1,-0.25477162874727555,-0.2026070759659204,-0.09310334462266259,0.34913177521082744,0.12328885251425112,-0.2262532787554916
PHF3,-0.5428648743079311,-0.5626106861558715,-0.57610559744553,0.021038006951755724,0.24330544137714016,0.36273585379593126
ZC2HC1B,-0.4731859669899307,-0.37426159555373606,-0.5639352318414773,-0.23584388299666148,-0.05687992238066906,0.08343471591156862
ADGB,-0.1932732282817524,-0.24445489699615225,-0.053710393100278905,NA,NA,NA
PLAGL1,-0.5429997428265795,-0.31064440816829686,-0.027247442614858022,0.24841269932947688,0.40561885052807817,0.39857279725725253
FBXO30,-0.7651816393824785,-0.6318107364172745,-0.3692159406303352,0.1572931883896584,0.40270313734711033,0.36615141604591217
TNFAIP3,-0.6515330123007175,-0.33958350971953644,-0.07208830880880665,0.05409000513563952,-0.0036649908109463425,0.022089884902596918
AKAP7,-0.5812988316952067,-0.3949704248787661,-0.3701094801308209,0.43595970205458046,0.5417324258561957,0.3250564361425677
RAB32,-0.5435496371132128,-0.5081730403452084,-0.4050854908139933,0.25715467676079495,0.11403810176197485,0.13339344275995757
MYB,0.7097735256411354,0.7285188543176238,0.599806904723868,0.16619149493749472,0.21633941406176918,0.09000608030830738
ALDH8A1,0.154023469994964,-0.06722666106773452,0.028295303169129624,-0.2950255741679247,0.029181263604726816,0.16730816439117438
SGK1,-0.5612886202323981,-0.5179471329045878,-0.3033023298355237,0.5579981513156419,0.46428896006204945,0.4710196030129011
RNF146,-0.5980816009938187,-0.1929144075114251,0.0412460567983892,-0.082473144025142,-0.15809759304757975,-0.014203180397198277
ARG1,0.397469647691672,0.259815833554521,0.21682744184390929,-0.030852963182919534,-0.1518778346235175,-0.05187270705265657
CCN2,-0.446413252153369,-0.456168664900816,-0.31843449101340826,NA,NA,NA
TCF21,-0.45323098396308537,-0.32941729507844353,-0.011731558753907459,-0.33398224016575134,-0.5469674904479379,-0.2735524753469761
PMFBP1,0.04776818998281959,-0.16993587692803455,-0.061908507772986315,0.32636807903588255,0.4573155288470502,0.5018421187410804
FBXL5,-0.4787898611555069,-0.5462293351487191,-0.4142344618345082,-0.07384115333495464,-0.08014220582140492,-0.16574850374923025
MED28,-0.4721224493465834,-0.5044964698882246,-0.3851520590489763,-0.29022999385261705,-0.35842865613359653,-0.21424382445066706
SLC16A7,-0.4019506351181772,-0.2850754677275004,-0.21722902387717716,-0.22372212780623096,0.20594724476564916,0.20405252076092406
RXYLT1,0.09657941644011,0.037587576802775614,-0.01331197860110192,0.11810861825841708,0.43367817952022636,0.29369402522787735
ZNF430,-0.10821508008959883,-0.43674240041028495,-0.343652468314208,-0.10339912245812785,0.07478785490103586,0.16551932227250338
VAMP8,0.6668600461843411,0.4203139126465367,0.1787408902863534,-0.1510657581913965,0.22732852666742334,0.2944360993875332
DCLRE1B,0.03142148143982303,-0.200230947216648,-0.24009293647402655,0.35281432526197826,0.30182843397622855,0.32870219640288617
MYL12B,-0.06918518929379847,-0.30500076650410696,-0.29600898181856233,0.13562684490432658,-0.1585093451657593,-0.17731127378645925
FOXO3,-0.4139998423190082,-0.43420154120654597,-0.22678562983783807,0.557925305848342,0.5162710534721009,0.4196055754569929
ARMC2,-0.5180975952740904,-0.4424997263805523,-0.26317913281296185,0.07516578805625021,0.13228036121906345,0.11466952710700955
GHRH,0.2883644021654104,0.3827197372758256,0.1550924939269322,-0.0015306617953862326,-0.2110538625863837,-0.06195312005508557
RPN2,0.5464356663129546,0.25271842768555686,0.15301675672092085,0.6578129259606287,0.2419448691638731,0.3367563743984368
TGIF2,0.264130173057527,0.24933843860933855,0.17326121678138084,0.8030256828249708,0.5813412828033903,0.43818378754415105
CASQ2,-0.06432707640313572,-0.1960372816449209,-0.2705198251863623,0.1628010712100858,0.00886727736925485,0.07307652173775353
OLFM3,0.12413932703553765,0.20912507017958926,0.12783350831362048,-0.06731947482244616,0.0630040673814921,-0.07343570751399021
PKD2,-0.4709869752636444,-0.6443153164681992,-0.5309311989800404,-0.14610775801185225,-0.23913119902301086,-0.5140006689327264
ABCG2,0.08717381364023259,-0.24373783949388508,-0.37396811254580675,0.07087771797553254,-0.31163250700797834,-0.24992889926811276
SPP1,-0.39793977639964273,-0.44714983535641556,-0.40405328576838756,-0.47570921584307574,-0.4021169130840008,-0.20481004182109028
STBD1,-0.28781753836952984,-0.21124776199662573,-0.24996475673416435,-0.21056902381820172,-0.4143682609302855,-0.2713482540159904
CCNI,-0.226998117747989,-0.4286304659648783,-0.36465444851265866,0.3567010677572087,0.19681958957174822,0.14656460226533466
RARRES1,-0.0647995636008357,-0.04122216331561992,0.16589716167651355,0.16901881202110047,0.4977376350717384,0.451644692428947
MFSD1,0.01830146223639773,-0.009091682861833332,-0.01762445084848502,0.03965350415148016,-0.11666766969398507,0.005778326169811015
RAB3GAP2,-0.3605649967404496,-0.11345540723752244,-0.07662769417160985,0.18887355748158707,0.5188101030278096,0.7049154299230371
EEF2KMT,0.0780352869024904,0.3552513273689317,0.3457091455707866,0.047989793518730936,0.13821468503876233,0.1360490920894469
PPL,0.3874928394072593,0.23807133488952933,0.07420275980706902,0.4261325051660426,0.2592705369039038,0.2309330449810776
UBN1,0.19441414049089983,0.020836607253975823,-0.06064198935959667,0.23510416730381412,0.4668454268742198,0.7026847188092191
KLF12,-0.634109310917488,-0.6226474985830145,-0.5706349732627588,-0.30896967646007184,-0.018313282795917124,0.21299592323080702
UCHL3,-0.18581612906470849,-0.4444753554446632,-0.35305412180981693,0.1988971122733478,0.43973154553828314,0.4741445328480878
PCDH17,-0.3076432390443199,-0.3162151092688485,-0.21277840625921546,0.03951464897160764,-0.13902899503236105,-0.10498391492132748
HS1BP3,-0.4638233986784411,-0.018261590938819197,0.04232711841070749,0.1809175813745474,-0.004111264509420601,-0.20554368589001784
LDAH,-0.018851244740099006,0.23835379488369404,0.10946398294394362,0.05905773057512368,0.3238075050470033,0.006597986471813445
WDR35,-0.6380290117501555,-0.5685327978701948,-0.6203671580565523,-0.514907418052225,-0.44256596806259424,-0.32413123767694746
CCND2,-0.5739487364030419,-0.24437734771765177,-0.2026694958411864,0.5095568118752104,0.3290408575538669,0.2900418861445271
FGF23,-0.479054313625303,6.527266538387592e-4,0.07769444006875417,0.20760828918214239,0.2924761499175246,0.005349130088296978
ELL2,-0.7849884426651147,-0.7651169471247184,-0.4538979651850974,-0.03793642816457078,0.09937339413249738,-0.03049633833963691
DNAH7,0.38322624504590874,0.3826158180964947,0.3949396218092156,-0.0033698208687402906,0.02626060999317723,-0.045553032973748006
CYP20A1,-0.5571530629946162,-0.8255961149374595,-0.7326025761273901,-0.006399905958140325,-0.21374468407916716,-0.45103344108893645
NDUFB3,-0.16701491755793552,-0.22391499862002018,-0.11880762639900712,-0.6409224228269914,-0.38603253225977413,-0.28879077725287844
GTF3C3,-0.2675795123690034,-0.14481436057339378,0.11944660913297467,0.4534246838332011,0.3310988666729776,0.3612477798778407
SATB2,-0.1876375336955252,-0.4015331773423579,-0.4503462077602017,-0.2833982322222826,0.057599912469427736,0.20593134829955148
UBE2B,-0.28654335654307445,-0.3305099024506277,-0.13823344820075725,-0.5989321791722999,-0.44790103351064137,-0.47995092330777084
TRPM6,-0.16079887131972234,-0.061543291441016224,-0.11870215912499757,-0.2162732911653856,-0.2977864439604737,-0.12724080529332804
GDA,-0.18627091800435483,-0.11107140921105595,0.048009068623415765,0.14301292118887127,0.12362920382693807,0.10962222216556697
KLF9,-0.15369121410480077,-0.11953299294993584,-0.047162099022022,0.2219975372999548,0.23321053221533491,0.1743890587173627
TJP2,0.08118046804471732,-0.12899288170916362,-0.1790841725565871,0.2977045319068732,0.6760178624645963,0.5994964758245915
ECRG4,-0.14704815701197166,-0.01669318747798984,0.20757060062988447,NA,NA,NA
ITGB1BP1,-0.6679533203188033,-0.5207285793834865,-0.3848062946813238,-0.14869733993187623,-0.033927566903535523,-0.04764548632841899
CPSF3,-0.3610848804433344,-0.32829190849787226,-0.13618086903534216,0.1504778027131165,0.16851938425827337,0.010024877367911762
PIGZ,0.4078566715565033,0.24030901873973146,0.22964505549077507,0.29333760281433874,0.252717083960101,0.029930755949009243
SENP5,0.5347009744185214,0.47593296915882793,0.47738065552839615,0.5322956016994442,0.20291055346198916,-0.1851930041685279
CCDC92,-0.24100087524275954,-0.1272730502964151,-0.16920167139255482,0.08502969730849873,0.19742894480906295,0.3302110123021467
C1orf198,-0.08982796051395704,0.10722825125921863,0.29362461462310163,-0.7158392868018171,-0.6232080103343944,-0.4907600807726663
TRIM67,-0.30602798917332286,0.08512251624489615,0.1275658233079186,0.3207415464770508,0.3618357671598522,0.2638728726726728
HEATR1,-0.47638367069141635,-0.2603771803400819,-0.01789661408387068,0.10141858519797595,-0.04389253909801886,0.17287299967917305
PTBP3,-0.09526587947548484,-0.10428982017413022,-0.09731383198571733,0.01550903430847503,-0.20436863592963395,-0.3150845824103567
RAD23B,-0.13869326912622934,-0.14916866896591424,-0.1946648277356609,0.17504679635134063,0.5096005067348409,0.34861620395474774
FKBP15,-0.3626284893945397,-0.1381195328450196,-0.1581567367258183,0.4757328738527847,0.28001509793844453,0.10501695491621964
CTNNAL1,-0.5143651137114016,-0.7237829463613825,-0.6833009509717307,-0.12339460908155432,0.027819202942406383,0.08085344711188003
ABITRAM,0.16711779470056057,0.18006719321203452,-0.026618486918656842,NA,NA,NA
WDR34,0.4751272673372846,0.40224337988596603,0.23896077107092176,-0.1137597874448444,-0.18386798474508953,-0.2603236429596274
SET,-0.22070497303198655,-0.33011287855817656,-0.24305032865610238,-0.34366633852520695,-0.3801146341551436,-0.2686854609236577
PTPA,0.5232146476098477,0.39907177520140696,0.2922839078362743,0.28916765187687876,0.4805468499936688,0.6483389803283484
GLE1,0.15256843108605303,0.112962219759619,-0.07680925012597455,0.2146076873768255,0.038718709198697764,0.22565068123261403
RAB14,0.3142693396952269,0.07007343151984326,-0.1380893609753785,0.5599722031772575,0.429608170671124,0.5463249549156811
CNTRL,-0.15188633126130435,-0.3598636523257584,-0.33988806237621944,0.29634100050626794,0.38252550707387695,0.1690240839351684
TRIM32,0.3462213197928629,0.1800299366802577,0.20355830785424123,-0.6633865821011733,-0.3684344682961131,-0.16893593694217043
FBXW2,0.07148878679257603,-0.25897205010997226,-0.30279275433196673,-0.38056401968802844,-0.4133567699498644,-0.59062324294629
PHF19,-0.2840108765254717,-0.4498572549315868,-0.33268215675613216,0.1780206521259437,-0.18870206209672902,-0.464762389889925
NEK6,-0.3893854409537156,-0.6027886316564837,-0.7004805804881763,-0.28330151718167496,-0.3986123527196164,-0.5035942059495099
BSPRY,0.5602566682073502,0.5517071818982084,0.46977041665448427,0.3628770455958205,0.2748510638012724,0.08762893008794952
PPP6C,0.07721384637194938,-0.10516755943534205,-0.31195452030942056,-0.18322545782778005,-0.018279798972748895,0.16929325462422282
NDUFA8,-0.09057602518037619,0.11157522649365605,0.01858389349270621,-0.5422724034512953,-0.37772907262595706,-0.3256728747397715
HDHD3,0.23850364499488103,0.3383738682314103,0.21515363065795218,-0.28978231721092995,-0.16811014125680707,0.026831260039500208
RBM18,-0.6199476872164876,-0.60254391968412635,-0.48553372585322047,0.2312084220744222,0.06265093564125301,0.1792305309468528
SLC46A2,0.05157779298536125,-0.00936997978458876,0.17319832436222088,0.5497195728642633,0.08126929232654787,-0.027995194705646972
HSDL2,-0.32362325788032326,-0.2529963035826974,-0.31040301326635195,0.1025725137388952,0.09811864343461159,-0.12628793205363592
MAPKAP1,-0.35220593963915214,-0.41789885292107676,-0.4602958913346924,-0.19739769300848486,-0.4081452014671951,-0.41539095092088424
NR4A3,-0.3431006600626264,-0.05720253512122336,0.07947758919622415,-0.09177021152636654,-0.3113306836697248,-0.26414707671178456
INVS,-0.46604451098566474,-0.535143688207302,-0.3852520642381969,0.5647390955187171,0.43031416891516955,0.31192770386207497
GALNT12,-0.0641960976287905,0.130368828747474,0.07548182540578688,-0.5267215434379313,-0.45964156876762435,-0.15402081905519535
DENND1A,-0.27965934296870293,-0.3038150860621045,-0.024062395235526113,0.16677038710727546,0.21363106210806598,0.22557640991583064
ALG2,-0.13237102294427422,-0.28853220980264294,-0.23945692813073924,0.3592590940548689,0.1402572589990516,0.10527788885035225
CSF3R,-0.11873762210077134,0.16754990081032983,0.1874287765964049,0.23130803512404174,0.034450131274740545,-0.17556159535502971
KDSR,-0.7282746025794253,-0.6406065623307883,-0.5664943710809762,-0.2508957101173386,0.0024420657143429656,0.31322115069467155
VPS4B,-0.14869274803018534,-0.16745537796174523,-0.1704007906373514,-0.415072753747758,-0.4184786297351307,-0.3880347052954472
ONECUT2,0.49205906042184017,0.28811285531242664,0.3338615434820165,0.26045726201603336,0.25050508443640773,0.13216777204747276
C19orf25,0.37845024992279513,0.2880365204959697,0.1726386293955206,-0.09683506745262502,0.23941429424618588,0.16826239738080728
ZBTB45,0.4632035086711116,0.5880736260062782,0.43900581178894504,0.4318845672101342,0.16705700777361387,-0.05778468509596412
YLPM1,0.65927241643449,0.3851417314705824,0.24701577960227392,0.2875996347611154,0.2070341805998146,-0.0351964644774827
DCAF4,0.31872349217385076,0.23159670289836107,0.2142892556740765,0.3993990452890037,0.38359331191460794,0.35628803398031383
PROX2,0.5032679822615962,0.279389103192652,0.11566303449312768,0.14330139255165736,0.3340144627120453,0.4606303008068995
VSX2,0.28353533143294485,0.5156741624511894,0.39494611466752055,0.34910270403031907,0.41405284953768623,0.33910033613891244
FCF1,-0.12151674802227261,-0.4974842550478549,-0.499504950295033,0.5003686659812732,0.5280898484732653,0.3993602313998096
PGF,-0.3369201018378915,-0.40597759302424885,-0.21635040760131527,-0.2304967897444749,-0.520161139541457,-0.32057565606343896
IFI27L2,-0.15508283395820371,-0.3444503458413518,-0.36752929069519324,-0.278857461058174,-0.5311878539430637,-0.24447489181273693
BBOF1,0.09758431608954546,-0.03854360042785405,-0.043932275246305635,0.32725822390366727,0.3589154432372676,0.5332737663771558
NEK9,-0.36423942190182573,-0.39416245939094396,-0.26715929256289994,0.05679144147000424,0.33891485354501183,0.07119649957207112
ACYP1,-0.011926475593272447,-0.34466281114276465,-0.2911946133172383,-0.2752363620395628,-0.250200052721904,-0.13084647735114677
IFT43,0.5921352523543232,0.5334670939654024,0.4207136806474653,-0.15601927189175896,-0.25059081003758327,-0.2852447329830077
NPC2,-0.24095719089829426,-0.4170579208138361,-0.5598512208425492,-0.24969760264833732,-0.37937018572839043,-0.4806145505387469
DNAL1,-0.21258174465560709,-0.4017062000464,-0.3781861178922011,-0.6301364516970198,-0.4041460893036186,-0.28524886427800317
IRF2BPL,0.506659043638917,0.11609774073141237,0.09022730492894027,0.11958175017939916,0.31252220567457606,0.3607275011411683
ACOT2,0.31560062684788026,0.42420443676559283,0.309283649658144,-0.0700217958909459,-0.38349040192321626,-0.3455668591840641
LTBP2,-0.17855601952578568,-0.35523218490435443,-0.19561073699842635,0.02255798671299278,-0.3588645275516729,-0.43970103882154543
AREL1,0.7099774131717924,0.3939689662658858,0.1296387284866144,0.6298845381728225,0.585775254092305,0.4840131767273281
MLH3,0.4917578822574744,0.5897413868629896,0.3745369266058888,-0.1045606351680347,-0.002985138648843942,0.022000957130126706
TTLL5,0.42465459531983535,0.15807979415722334,0.012315488358538363,-0.3768871178555077,-0.4271360756240277,-0.38552640202217325
FLVCR2,0.48688809653672027,0.4504938172662082,0.18127209359629304,-0.6120372016838085,-0.5960686607037962,-0.3650332905690376
ABCD4,0.30501633786705856,0.17758208293805358,-0.08031967626365771,-0.010737454769192344,0.22855016021510993,0.5693930029991021
DLST,0.5831157498161958,0.5374670547152806,0.2549076344931097,0.2179760867118204,0.034459230899138805,0.33507157128506077
PPP4R4,-0.14879098822848186,0.02842948678207211,-0.018020910700367355,-0.3544218545891137,-0.41535413237513463,-0.2474994062713812
TGFB3,0.5666816243951522,0.6611564960776525,0.4787675607324257,-0.33484656187438067,-0.2422602481404621,-0.04690945323624741
ZC2HC1C,0.2755047852865551,0.10972353638735018,-0.013714855733650867,0.235282592516966,0.33064530782151136,0.3803088624960422
SLIRP,0.46891506434774927,0.26904021168407216,0.15502477180674853,-0.29660321671603507,-0.67343557345834,-0.5603927619059685
RBM25,0.2856135496385512,0.26215187026098824,0.1298857307474076,-0.2678041169373518,-0.5943666161844352,-0.4145148708197079
ALDH6A1,0.8000932649674094,0.7181986966161443,0.49688927413075573,-0.3407914451616486,-0.20493506672976802,-0.21077990025867582
GPR68,0.052611430276373994,-0.23415317824889387,-0.5858611688130123,-0.6776431020123159,-0.7697872122624155,-0.6531141320477549
ESRRB,-0.1849183200951596,0.150919370285963,0.2029271097517616,0.3911169693222816,0.03546537362191419,0.04246925789293707
EIF2B2,0.43654134482444745,0.30380312023452816,0.1135374422449836,0.3629597080465613,-0.00902441693284654,-0.1698370617519419
NRDE2,0.14381022614720665,0.19551015812328132,-0.11658022513143478,0.6003183723156675,0.7025321567836295,0.5069857134390241
COQ6,0.6067570609090074,0.5680265778077541,0.3848817759727964,0.7219759341015168,0.6511186982133187,0.48172624904649636
ZNF410,0.4888761496251183,0.2662515815399638,0.1858742780373409,-0.5773564937930349,-0.42169417781791196,-0.15332004171358898
RHOQ,-0.7124972231355354,-0.4181220449487062,-0.23215637110187817,0.18510140706963685,0.33345026876417483,0.21742472445452068
GPR75,-0.25189488332547366,-0.16151025764611185,-0.2551014345177768,-0.04219223383108297,0.039662976502930346,-0.05362010828541975
SUPT7L,-0.20534681584314948,-0.3167425426601946,-0.2665492943378687,-0.1692268453797834,-0.2574673721679388,-0.08086996007882274
KLHL29,-0.627335950468998,-0.5329883166083915,-0.42649823861853736,0.6776950637605781,0.42288918165613415,0.2424769105512589
DNMT3A,0.1910149612510269,0.26871771395886673,0.43009484636937134,0.5782084056790515,0.3674544418173034,0.06741691603938246
TMEM214,7.479892217578996e-4,-0.05521181090284875,0.05122568916756133,-0.19601457900837466,-0.3045970400621567,-0.3777368414885031
ATAD2B,0.5492268648293686,0.6001411625026057,0.6224482947435559,0.6693313904001659,0.6694681947440301,0.48725125835629957
FKBP1B,-0.25078587190096413,-0.148689350217896,0.03906502489981521,-0.4852542674416387,-0.3187874344127606,-0.32423354003325755
ATL2,-0.41231954779870494,-0.4174123781215214,-0.31652387761220363,0.2562274339324467,0.2632869996204414,0.2132065219967358
YPEL5,-0.1861786642186257,-0.4585553344805064,-0.3032316318176537,-0.43713390256929774,-0.4877784512209777,-0.3460538224734853
FAM98A,0.12842765629938538,0.041531514335631375,0.05352322849601087,0.43865069129783335,0.46484761786915124,0.2864909111507996
YIPF4,-0.3881627368680367,-0.5249374759425509,-0.3098063747431076,-0.4713103666448579,-0.24874820847240117,-0.13780691947339332
AFTPH,0.1627459166638545,0.2081624094549222,0.11835907444121803,0.18934451129224475,0.19446470211258657,0.03636587385331119
LGALSL,0.12259393219700913,0.3327287095965135,0.27341302191579503,0.3674451166371858,0.22810674379196144,0.001049613302729126
CNRIP1,-0.6121569065125997,-0.4625746067476014,-0.21305744173900165,0.08663622804010596,0.23850647598093713,0.4539599131565501
BCL11A,-0.3135188432695114,-0.04999318688367233,0.056019277954329996,0.5547459589665125,0.4823730466953701,0.3848265410844492
CRIPT,-0.41705858651144406,-0.46558489452195007,-0.3222031592970476,0.28779498880418675,0.33054710902360634,0.24461647296170708
EPCAM,0.7003623906724412,0.5544504714314965,0.42377266973393435,-0.0035379259577359825,-0.2773502985277582,-0.22625022033990289
SLC17A5,-0.8469947501500578,-0.5873145557921736,-0.5554089183528379,0.3272582999577434,0.4911210646752541,0.3618208706184552
OGFRL1,-0.575204386023048,-0.7232948115371624,-0.6532232299760198,0.25781846769207534,0.11425773183635611,-0.1971874368796888
SLF2,0.23473374464671193,0.04848605946246479,-0.06656096263138987,0.4518964387649006,0.477076955031701,0.15881757296138854
IDE,0.4774183258385588,0.4148674001972059,0.3302150423486864,0.48881778174360924,0.23427312617564627,-0.06093446784543888
TECTB,-0.31095992685059143,-0.29854667922339556,-0.19224662103411563,0.1669265473854142,0.16500828982370006,-0.06089031095787646
ELOVL3,0.12954393035619208,0.15301769651848987,0.07394373382391906,-0.11997648774568943,-0.3645421096985157,-0.5392559325145623
IFIT3,-0.45426426311268125,-0.5336166899371506,-0.4799875715685511,-0.05970141027630774,-0.1028291157590484,-0.2827632354267318
NKX2-3,0.00818814223205961,0.1172364497975787,0.25293837099028116,-0.30480990015498516,-0.29161150647511136,-0.18600084504030592
IFIT2,-0.3645659456808507,-0.4167298461080663,-0.3738193819552294,0.34826013684605883,0.3498710523719065,0.1068577553727818
GPAM,-0.2781824257263875,-0.17769174961070508,-0.1680486676625651,0.22493658674227332,-0.008704373210646545,-0.06543163828200593
CUTC,-0.35246996847041934,-0.10256158908494446,-0.01363184169194823,0.09795082715877665,-0.10621295619876245,-0.48043909458963097
PPP1R3C,-0.39156081786613994,-0.44737252831086943,-0.20210335732437484,-0.05030618950876044,0.032190745545936386,0.12543904080228033
PYROXD2,0.23172733482991129,0.12240302753850987,-0.11606568453640519,0.06590235995946504,-0.09472917199432121,-0.3891267237616803
CNNM1,0.06073490046923808,0.19184175924479357,0.2834054816390772,0.17273463415786205,-0.07032885353841248,-0.09889841160805388
MXI1,-0.40498759946889706,-0.2728859156884161,-0.25615134071414175,-0.07125804563852815,-0.0771263457618646,-0.17441917915026536
